Unnamed: 0,Категория товара,Наименование,Ansal код,Ansal название,Цена Ansal Оптовая,Цена Ansal Розничная,Reld код,Reld название,Цена Reld Оптовая,Цена Reld Розничная,Bellini код,Bellini название,Цена Bellini Оптовая,Цена Bellini Розничная,Uriarte код,Uriarte название,Цена Uriarte Оптовая,Цена Uriarte Розничная,Fijamom код ,Fijamom название,Fijamom Цена Fijamom Оптовая,Цена Fijamom Розничная
, Направление  СБТ,"Precinto nylon 4,8x300mm negro",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Pila STAR VISION AAA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Химические компоненты*,Cartucho silicona transparte 280gr UNIFIX,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle Drean Blue con pico,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle MABE 6-7 kg,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle MABE 8 kg,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman 6004 ZNL,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman 6006 SKF,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman 6201 SKF 12x32x10,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 21x40x8,2",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 12,45x36x14 DREAN",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten 12x20x09 eje impulsor DREAN CONCEP,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 19x25,45x10,5 NBR517 WHIRLPOOL ESLABON DE LUJO 680",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 22,5x40x13 DREAN",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 25x47,64x7/10,5 con pollera INDESIT ARISTON",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 25x47x11/12,5 LONGVIE cuba",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten 25x55x10 DREAN ELECTRONIC,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 30x52x11/12,5 LONGVIE",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 30x52x8,5 DREAN BLUE",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 30x63,2x17 WHIRPOOL 680",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 32x52,55x15,50 LONGVIE",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten 47x88x10 MABE 8kg,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 37x76x9,5/13,5 LG WD1019/1219BD",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 25x47x8/11,5 DREAN BLUE",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta WHIRLPOOL 217 completo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Предохранители*,"Fusible 6,3x32mm 10A",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Щетки угольные*,"Carbon lava 4,0x9x33mm CONCEPT ARISTON ZANELLA",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**Шланги заливные, сливные, аквастопы*","Manguera desagote 1,8m imp",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**Шланги заливные, сливные, аквастопы*","Manguera desagote Ø22x29mm 1,8m codo (BG)",NOT_FOUND,Codo Drenaje 42009-000029 (TA8-32),,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo entrada AURORA 11201,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo entrada DREAN 166,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo entrada LONGVIE M/N 3616/4616,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo entrada COVENTRY 416,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo salida DREAN 166,NOT_FOUND,Codo Drenaje 42009-000029 (TA8-32),,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo salida LONGVIE 9550/9580,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*INDESIT,Balcon huevera BAMBI (1600),NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*INDESIT,Balcon mantequera BAMBI (1600),NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,"Precinto nylon 4,8x300mm blanco",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,"Pinza universal 6"" BREMEN",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle AURORA BOSCH original,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten 23x40x10 DREAN,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten 35x65x12 SAMSUNG,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 35x65,55x10/12 SAMSUNG",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Caja 680 CONSUL china,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Torque GAFA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo salida DREAN BLUE AURORA WHIRLPOOL,853068,Codo Drenaje 42009-000029 (TA8-32),,,,,,,,,,,,,,,,,,
, Направление  СБТ,Tornillo inoxidable soporte tambor set 3unid,NOT_FOUND,Tornillo p/Bob.92008-0002451_CT(BS11INV),,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1217 J4 MEGADYNE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1965 H7 MEGADYNE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten 25x47x8/10 DREAN BLUE 04,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1184 J5 AURORA BLUE NEXT original,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta WHIRLPOOL 371,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta AURORA marron,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta BOSCH visible,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Soporte tirador DREAN 166 grande,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Bisagra BOSCH chica EUROPA,NOT_FOUND,"Bisagra ""M""comercial chica comada--CH67-",,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Polea tambor DREAN BLUE 6.08/6.06 Ø290mm cono,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К ПРОМ. ХОЛОД. ТЕХ.,Bobina SANHUA 220V/50HZ solenoide MQ-A0322G,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Электронные блоки*,Presostato encapsulado YKL off10/on25 BLUESTAR,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Конденсаторы электрические,Capacitor CBB65-R 65MF 440V alum COOLTECH,917094,751021012,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Filtro cobre con chicote 10gr BL,491208,620212001,,,W28023-B,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Filtro cobre con chicote 15gr BL,491210,620212002,,,W28024-B,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Filtro cobre sin chicote 15gr BL,116201,620212011,,,W13009,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte BOSCH 03-03,NOT_FOUND,Soporte Plast. Buje 41101-000251 TA8-32,,,,,,,,,,,,,,,,,,
,**Пластик*,Caja de panel NoFrost BAMBI,NOT_FOUND,Base Panel Metal 0121R00006PDG GSX130605,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Filtro cobre sin chicote 15gr BG,116201,620212011,,,W13009,,,,,,,,,,,,,,,
,***Микродвигатели*,Forzador tipo ELCO N16-25W,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Filtro cobre con chicote 20gr BG,491212,620212004,,,W28025-B ,,,,,,,,,,,,,,,
,*Кабель для кондиционера*,"Cable tipo taller 2x1,5 CABLEFLEX",782100,Rollo 100m cable taller 2x1.5mm---------,,,,,,,,,,,,,,,,,,
,*Предохранители*,"Fusible 6,3x32mm 12,5A",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Конденсаторы электрические,Capacitor CBB60 35MF 450V tornillo VARLEY,917035,751005056,,,CA-440-35,,,,,,,,,,,,,,,
,**Насосы*,Bomba desagote lavarropas LG eau64082902 26v20wg,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Насосы дренажные*,Bomba desagote 30W 3 trabas RUIJEEP,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle DREAN NEXT,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle DREAN con pico,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Agitador LG L340mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Agitador LG L380mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Agitador LG L400mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Caja GAFA doble engranaje,NOT_FOUND,Flotante Doble 810900660A (TAC12CH),,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta DREAN GOLD,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta MABE/PATRICK 7kg LVM07E12b,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Agitador LG L320mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Torque PHILCO PH08/PH10/PH12,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta SAMSUNG WD80J6A10AW,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle ELECTROLUX TURCO,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle ELECTROLUX 500,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Rodillo agitador L109mm SAMSUNG,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Cangilon LONGVIE L210mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Porta rodamiento CANDY CTS 60 nuevo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Щетки угольные*,"Carbon lava 5,0x12,5x33mm AURORA imp",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Caja ELECTROLUX ELAC 09/10,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Torque SANYO modelo nuevo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta MABE 8kg,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo vapor CANDY DREAN GOLD carga superior orig,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte AURORA 03-03 brazo fino nacional,NOT_FOUND,Soporte Plast. Buje 41101-000251 TA8-32,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte DREAN EXCELENT 166/166TC/186TC,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte DREAN BLUE 6.06 40L,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte DREAN BLUE 8.12 04-05,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte ARISTON DREAN GOLD 6 agujeros 04 con tornillos,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte MABE PATRICK 6/7 KG LPK 06 eje fresado,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte LONGVIE nuevo 4613/4616/5616,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Base canasto estrella CONCEPT C12 5.05,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1200 PH8 HUTCHINSON DREAN,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1133 PJ4 DREAN GOLD 1910 orig,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1228 PH6 DREAN legitima,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1317 PH8 DREAN orig,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta CANDY EVO-1274,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Bisagra DREAN NEXT 180 P350,NOT_FOUND,Bisagra americana esmaltada ZAMAC-35004-,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Bisagra DREAN EXCELLENT 130,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle SAMSUNG 1702/1904 nacional,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle COVENTRY 416 DREAN,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman 6202 SKF 2RS C3 15x35x11,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman 6203 SKF 2RS C3 17x40x12,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman 6204 SKF 2RS C3 20x47x14,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman 6205 SKF 2RS C3 25x52x15,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman 6304 SKF 2RS C3 20x52x15,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman 6305 SKF 2RS C3 25x62x17,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten 25x42x08 LONGVIE S4613,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 25x55x14 eje DREAN CONCEPT 5,05 c12",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten 31x52x10/15 LONGVIE m-nuevo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Amortiguador 120N L160-205mm Ø11mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Grasa para retenes 15gr,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Bomba lavavajillas 30W LG EAU62043401,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Amortiguador 120N L155-230mm Ø13mm DREAN BLUE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Подшипники*,Amortiguador suspension DREAN CONCEPT 5.05,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К ХОЛОД. ТЕХ.,Filtro para pelusa LG,NOT_FOUND,Filtro Aire 270X270 p/09--201132390523--,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 2 vias original celeste SAMSUNG 180°,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten de caja SANYO,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten de caja PHILCO PH15 ATMA 78mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 35x65,55x10/12 SAMSUNG wf 17021904 ",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten AWR 680 chico,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 30x52x8,5/10,5 DREAN BLUE",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Reten 37x66x10/12 MABE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Porta rodamiento ARISTON AB-41ABC51/61 HS60,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Щетки угольные*,"Carbones lava 6,0x13,5x34mm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte AURORA 03-04 punta cuadrada brazo fino,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte AURORA 04-05 grueso,NOT_FOUND,Turbina MP 155X105 EJE 12.7-------------,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte ELECTROLUX 500 03-03 sin tornillo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta ZENITH Z6 GALA TONOMAC,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Polea motor DREAN CONCEPT 5 vias,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Polea motor DREAN CONCEPT 7 vias,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,Grasa lubricante amortiguadores 20gr,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Насосы вакуумные*,Bomba Vacio 128L/min BLUESTAR VP250,906106,,,,,,,,,,,,,,,,,,,
,*Насосы вакуумные*,Bomba vacio 71L/min BLUESTAR VP230,946258,,,,,,,,,,,,,,,,,,,
,*Конденсаторы электрические,Capacitor CBB60 10MF 450V BLUESTAR,917011,751005030,,,CA-440-10,,,,,,,,,,,,,,,
,*Конденсаторы электрические,Capacitor CBB60 5MF 450V BLUESTAR,917007,751005020,,,CA-440-5,,,,,,,,,,,,,,,
,*Конденсаторы электрические,Capacitor CBB65 dual 25+5MF 450V BLUESTAR,917091,751021003,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Filtro cobre con chicote 15gr BS,491210,620212002,,,W28024-B,,,,,,,,,,,,,,,
,"*Манометры,Вакуумметр*",Manovacuometro R-410A baja 1527L BLUESTAR,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КОМПРЕССОРА*,Motocompresor BLUESTAR ADW57 1/5HP R-134a,906511,,,,,,,,,,,,,,,,,,,
,*Бытовая Серия,Motocompresor EMBRACO ERU280HSP 1/4HP R-134a,575026,410204033,,,,,,,,,,,,,,,,,,
,Труба медная,"Caño Ø1/2"" 45m",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,Труба медная,"Caño Ø 3/8"" 45m",472205,652020003,,,W45CO38,,,,,,,,,,,,,,,
,*З/Ч К ПРОМ. ХОЛОД. ТЕХ.,"Valvula solenoide Ø1/2""S SANHUA MDFA0310H001 S/Bobina",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТРВ*,Valvula termostatica SANHUA RFGB03 0.5 TR R-404A,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТРВ*,Valvula termostatica SANHUA RKFH01E R-22,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Датчики*,"Sensor temp NTC WHIRLPOOL 2,7kOm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЭНы*,Resistencia lavarropa 1600W L180mm DREAN BLUE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Amortiguador GAFA juego x 4 unid,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Конденсаторы агрегатов*,"Condensador 1/2HP 330x280mm FNF1,6/5,7 BLUESTAR",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 1 via 180° Ø12mm 220V 39,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 1 via 90° 33,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 2 vias 180° 32,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 2 vias 90° 38,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 3 vias 180° 24,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,"Amortiguadores juego 4 unid 58,5cm LG",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Agitador L390mm WHIRLPOOL WWI390,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1930 HUTCHINSON,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Пульты*,Control remoto universal KT-3999,946248,CR-3999,,,,,,,,,,,,,,,,,,
,**КОМПРЕССОРА*,Motocompresor TECUMSEH AE4450ZFZ1 1/3+HP R-404A,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Бытовая Серия,Motocompresor EMBRACO EFFU160 Uax 1/2HP R290,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Бытовая Серия,Motocompresor EMBRACO EGAS100 HLR 1/3HP R-134a,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Бытовая Серия,Motocompresor EMBRACO EFFI12 HBX 1/3+HP R-134a,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Interruptor aspiradora 2 cont 16A  ATMA AS8925,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Interruptor aspiradora 2 cont  1A  COMPACTA CUMBRE 1604/02,NOT_FOUND,Interruptor BlueStar SWITCH-1-----------,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Interruptor aspiradora 2 cont  2A  ELECTROLUX,NOT_FOUND,Interruptor BlueStar SWITCH-1-----------,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,"Papel mica microonda 500x300x0,4mm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Motor aspiradora 1600W LILIANA LA920/LA120,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Motor aspiradora 1400W LILIANA FSN02/03/LA81,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Cepillo aspiradora con pedal y ruedas Ø35mm PHILIPS,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Cepillo aspiradora con cerda desmontable Ø35mm PHILIPS,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Cepillo aspiradora trapezoidal Ø35mm PHILIPS,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Interruptor aspiradora 2 cont 10A,NOT_FOUND,Interruptor BlueStar SWITCH-1-----------,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Manguera aspiradora nacional SOLA MAXL Ø32mm 185cm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,"Mica microondas 150x100x0,4mm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Cepillo aspiradora con tecla y codo regulable,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa de papel ULTRACOMB 385x170mm larga,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa de papel YELMO maxi Ø50mm  525x215mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa de papel ULTRACOMB 175x220mm ancha 15L,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa ELECTROLUX TRIO x 5 unid IMPORTADA №52,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa ELECTROLUX NEO LISTO x 5 unid Ø45mm 110x95mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa MOULINEX NITRO x 5 unid Ø45mm 85x90mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa ELECTROLUX EXCELIO/CLARIO x 5 unid Ø45mm 110x100mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Filtro aspiradora universal 250x200mm 3unid,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Cepillo aspiradora con codo movil y ruedas Ø32mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Contactor tripolar ABB 9A 220V AX093010,NOT_FOUND,Contactor ABB--B6-40-00-220V-----------,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Contactor tripolar ABB 9A 380V ABB AX093010,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Contactor tripolar ABB 12A 220V AX123010,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Contactor tripolar ABB 12A 380V AX123010,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Contactor tripolar ABB 18A 220V AX183010,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Contactor tripolar ABB 18A 380V AX183010,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Contactor tripolar ABB 26A 24-60V ac/dc sin cont auxiliares AF26300011,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Мультиметры, клещи электро измерительные*",Piloto voltimetro digital Ø22mm 80-500V rojo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*",Kit tarugo hueco 12mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
